Country,Market Name,Level,Parent Market,L1 Market,Count,Dummy,Units,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Italy,Honey,Level 3,Animal Produce,Agriculture,58,ItalyHoney,USD Billion,0.069664411,0.06438131,0.06378476,0.060980635,0.060196708,0.082072221,0.070514629,0.078337739,0.077912291,0.08204845,0.086478982,0.09235049,0.108444774,0.121225598,0.130881743,0.140945833,0.151870575,0.163325462,0.176082239,0.189898722,0.204798507,0.221522486,0.239271956,0.25809472,0.278040905,0.299163105
Japan,Honey,Level 3,Animal Produce,Agriculture,58,JapanHoney,USD Billion,0.088117344,0.089596428,0.078761483,0.10674285,0.115237513,0.130107254,0.155200051,0.158199346,0.160690318,0.16877648,0.177080507,0.185846876,0.195298621,0.214381651,0.230240995,0.24909846,0.26629871,0.284861468,0.304701138,0.325762121,0.348129444,0.373800384,0.400808894,0.429203124,0.459033329,0.490352014
Malaysia,Honey,Level 3,Animal Produce,Agriculture,58,MalaysiaHoney,USD Billion,0.00695394,0.00660617,0.006668351,0.006802415,0.007065701,0.008431478,0.008955636,0.009284117,0.008711484,0.008943068,0.009074789,0.017889703,0.019002768,0.019487094,0.020824278,0.022153668,0.023648861,0.025243952,0.027024189,0.028950135,0.030945459,0.032823951,0.034732045,0.036666189,0.038622924,0.040598907
Mexico,Honey,Level 3,Animal Produce,Agriculture,58,MexicoHoney,USD Billion,0.056201901,0.061521489,0.05285587,0.047969474,0.073037174,0.093371496,0.075289852,0.079590277,0.141595833,0.08524527,0.079429077,0.092973965,0.096829752,0.101661112,0.104943338,0.108007945,0.111098931,0.113623111,0.116370406,0.11913964,0.121979302,0.125222671,0.128187077,0.130866501,0.133257481,0.135358938
Netherlands,Honey,Level 3,Animal Produce,Agriculture,58,NetherlandsHoney,USD Billion,0.027954218,0.034414688,0.032918533,0.037649605,0.039538131,0.041294266,0.046365517,0.058147757,0.059391976,0.051014503,0.056743815,0.066653698,0.068675423,0.079995908,0.094159293,0.108075466,0.123393495,0.141038615,0.161108969,0.183976871,0.209908875,0.241080833,0.276394787,0.316351162,0.361507097,0.412482701
New Zealand,Honey,Level 3,Animal Produce,Agriculture,58,New ZealandHoney,USD Billion,0.100145948,0.099949129,0.106988843,0.099586426,0.097172951,0.137178166,0.19287759,0.193366471,0.295960582,0.337796017,0.315677877,0.263579464,0.257750555,0.291194064,0.31792171,0.350171,0.386909751,0.426029529,0.469757071,0.517536221,0.569809244,0.628112692,0.691010024,0.758772016,0.831683332,0.910043469
Nigeria,Honey,Level 3,Animal Produce,Agriculture,58,NigeriaHoney,USD Billion,0.000118821,0.000109432,0.00012767,0.000115772,0.000105949,0.000118348,0.000194088,0.000154895,0.000140756,0.000128164,0.000176727,0.000139704,0.000144335,0.000164334,0.000194037,0.000224195,0.00025884,0.000297181,0.000339885,0.000386602,0.000439618,0.000481405,0.000522274,0.000561837,0.000599775,0.000635832
Norway,Honey,Level 3,Animal Produce,Agriculture,58,NorwayHoney,USD Billion,0.010761031,0.007000766,0.007419966,0.006894214,0.007670748,0.007821771,0.009004006,0.009611523,0.014622343,0.012578762,0.013140354,0.014249181,0.016675488,0.01716206,0.017864038,0.018995589,0.020212771,0.021733273,0.02331493,0.0250091,0.026853736,0.027755872,0.02869643,0.029676908,0.030698862,0.031763913
Peru,Honey,Level 3,Animal Produce,Agriculture,58,PeruHoney,USD Billion,0.009399,0.0088833,0.008924104,0.008992683,0.009297343,0.011309783,0.009948274,0.012737818,0.006419439,0.001784898,0.00231839,0.002194202,0.002972315,0.003084695,0.003257654,0.003318541,0.003411363,0.003472909,0.00352362,0.003572661,0.003624512,0.003705958,0.00377928,0.003844408,0.00390134,0.00395013
Philippines,Honey,Level 3,Animal Produce,Agriculture,58,PhilippinesHoney,USD Billion,0.001556655,0.001852258,0.001685745,0.001008353,0.001564543,0.00119519,0.001277449,0.001214988,0.001315371,0.001809986,0.001825045,0.00201195,0.002298332,0.002528239,0.002740637,0.002920919,0.003142203,0.003394979,0.003676597,0.003990657,0.004329569,0.004669148,0.005016185,0.005369444,0.005727677,0.00608964
Poland,Honey,Level 3,Animal Produce,Agriculture,58,PolandHoney,USD Billion,0.060049798,0.055256772,0.044427123,0.055179935,0.046661819,0.072223994,0.06089563,0.05909953,0.079789371,0.063442703,0.073932277,0.081851029,0.072621805,0.086770937,0.102454533,0.117231227,0.127614246,0.142411096,0.159090941,0.177156463,0.197116328,0.222634433,0.250644173,0.281309233,0.314799587,0.351291844
Portugal,Honey,Level 3,Animal Produce,Agriculture,58,PortugalHoney,USD Billion,0.02987498,0.0278807,0.023333207,0.03501396,0.037118908,0.041420374,0.043923162,0.031346744,0.024470234,0.021439135,0.020234276,0.022418936,0.032677541,0.034984033,0.036269826,0.036974432,0.037503534,0.037799331,0.038176582,0.038559096,0.038957456,0.039753926,0.040471058,0.041108648,0.041667045,0.042147101
Romania,Honey,Level 3,Animal Produce,Agriculture,58,RomaniaHoney,USD Billion,0.037469355,0.049012676,0.041476212,0.039587796,0.047283277,0.074847535,0.090655934,0.091063931,0.090078906,0.066732143,0.077075871,0.098132645,0.091836258,0.109672241,0.124328905,0.136645501,0.144951129,0.154281287,0.165462452,0.180950797,0.198106183,0.217582142,0.238370636,0.260518543,0.284073448,0.309083795
Russia,Honey,Level 3,Animal Produce,Agriculture,58,RussiaHoney,USD Billion,0.093480219,0.101079523,0.092626782,0.072656167,0.080904849,0.092542417,0.106438588,0.110831299,0.092093847,0.089047572,0.080756006,0.076676695,0.078918805,0.087866673,0.099248433,0.103886988,0.111663592,0.116066886,0.12067733,0.125532063,0.130706856,0.138744512,0.146775639,0.154768348,0.162692136,0.170518126
Saudi Arabia,Honey,Level 3,Animal Produce,Agriculture,58,Saudi ArabiaHoney,USD Billion,0.048333039,0.052443017,0.062016993,0.066423052,0.067568071,0.056229985,0.05719934,0.067550067,0.076977009,0.072990014,0.105066074,0.112146668,0.119704436,0.121742994,0.127949583,0.135081534,0.144561804,0.156143755,0.169273569,0.183559756,0.198679737,0.211422892,0.224660201,0.238400062,0.252651343,0.267423429
Singapore,Honey,Level 3,Animal Produce,Agriculture,58,SingaporeHoney,USD Billion,0.010645015,0.01191005,0.015004934,0.016996725,0.019572935,0.021263529,0.023741692,0.028337252,0.024221372,0.021924549,0.023912976,0.024767191,0.025253136,0.02593113,0.02949547,0.031904666,0.034775907,0.038354651,0.042348947,0.046743469,0.051605406,0.056357998,0.061457087,0.066923057,0.072777439,0.079042996
South Africa,Honey,Level 3,Animal Produce,Agriculture,58,South AfricaHoney,USD Billion,0.001980603,0.002133013,0.002533655,0.003087633,0.003430451,0.004059187,0.004897524,0.0045361,0.004594641,0.005002235,0.009986172,0.007933909,0.005883954,0.006618332,0.00737198,0.008221232,0.009181101,0.010244408,0.011455384,0.012805263,0.0143142,0.015967127,0.017773938,0.01974609,0.021895787,0.024236027
South Korea,Honey,Level 3,Animal Produce,Agriculture,58,South KoreaHoney,USD Billion,0.070095281,0.06570315,0.090581076,0.119858138,0.111578792,0.145431464,0.159605809,0.145998691,0.147929746,0.248337259,0.279954473,0.31027124,0.399127202,0.461366957,0.544835987,0.620339115,0.706319663,0.8184106,0.949808147,1.10180228,1.277010878,1.475370979,1.701892186,1.960287798,2.254736945,2.589941565
Spain,Honey,Level 3,Animal Produce,Agriculture,58,SpainHoney,USD Billion,0.070248762,0.088023655,0.071766704,0.074525805,0.069972644,0.080422475,0.078045402,0.091061507,0.115756938,0.085531557,0.068607544,0.097291789,0.117322112,0.126984178,0.134378863,0.140091393,0.145283141,0.150797588,0.155732623,0.16084366,0.166110372,0.173158237,0.180083743,0.186869904,0.193501369,0.19996443
Sweden,Honey,Level 3,Animal Produce,Agriculture,58,SwedenHoney,USD Billion,0.038727761,0.034330054,0.03484825,0.034965826,0.041027987,0.041971576,0.045946717,0.044534476,0.04406227,0.040408079,0.040425379,0.044885107,0.019725778,0.021194995,0.024071139,0.027498805,0.031104951,0.035301849,0.040074429,0.045445274,0.051527013,0.058045153,0.06529146,0.073339455,0.082269673,0.092170331
Switzerland,Honey,Level 3,Animal Produce,Agriculture,58,SwitzerlandHoney,USD Billion,0.047533504,0.059243394,0.042759965,0.058130109,0.046552156,0.076779397,0.052572071,0.07469418,0.069047644,0.052939931,0.084250477,0.085564059,0.111041907,0.132205047,0.156821432,0.181921338,0.213477401,0.251037452,0.297182015,0.349658124,0.41353096,0.48685772,0.572232641,0.671513814,0.78683304,0.920635031
Thailand,Honey,Level 3,Animal Produce,Agriculture,58,ThailandHoney,USD Billion,0.013402646,0.008022287,0.010996337,0.01216291,0.021463148,0.022343373,0.004167022,0.005397039,0.003370246,0.003103973,0.00276299,0.00493073,0.00549186,0.005810956,0.006159012,0.006438754,0.006737611,0.00712463,0.007576771,0.008076347,0.008616764,0.009106268,0.009609061,0.010125059,0.010654197,0.011196422
Turkey,Honey,Level 3,Animal Produce,Agriculture,58,TurkeyHoney,USD Billion,0.013184185,0.017639315,0.018027235,0.015089005,0.019631205,0.022827311,0.030416822,0.034197157,0.045861833,0.063094376,0.071845997,0.05185471,0.08901262,0.147863634,0.227600587,0.292919724,0.345012586,0.386826246,0.431506313,0.469373245,0.505740915,0.519240579,0.526182435,0.52690752,0.528533503,0.530316244
UK,Honey,Level 3,Animal Produce,Agriculture,58,UKHoney,USD Billion,0.11635804,0.125369536,0.131065101,0.145980862,0.155753983,0.181514109,0.161430553,0.165457394,0.155771464,0.146988983,0.141604411,0.159958532,0.169952728,0.179774646,0.19549838,0.20455482,0.212502533,0.225188921,0.238874547,0.253799035,0.269719308,0.285136646,0.300717537,0.316430715,0.332246069,0.348134797
United Arab Emirates,Honey,Level 3,Animal Produce,Agriculture,58,United Arab EmiratesHoney,USD Billion,0.007160996,0.012292884,0.010988601,0.022801971,0.028162014,0.027769955,0.03036101,0.034177969,0.030806017,0.028685964,0.033914997,0.037389963,0.040081977,0.042250708,0.04601119,0.048796534,0.05301823,0.057991309,0.063548978,0.069550876,0.075867279,0.082027126,0.088486047,0.095247507,0.102314929,0.109691741
USA,Honey,Level 3,Animal Produce,Agriculture,58,USAHoney,USD Billion,0.463939006,0.604088974,0.621188214,0.713400767,0.825043656,0.841581914,0.654281703,0.773010379,0.698508561,0.621040262,0.61955211,0.828135381,0.944298963,0.985315087,1.014336625,1.034603476,1.04948196,1.062782392,1.077139861,1.090765635,1.104532559,1.124364076,1.142193274,1.158029195,1.171892499,1.183814271
Vietnam,Honey,Level 3,Animal Produce,Agriculture,58,VietnamHoney,USD Billion,0.001172182,0.001973092,0.001634366,0.001155951,0.000447345,0.000446183,0.000439008,0.000430036,0.000533544,0.000461041,0.000596577,0.000560282,0.000622155,0.000627621,0.000661988,0.000689527,0.000705983,0.00072819,0.000745918,0.000758987,0.000772154,0.000790122,0.00080515,0.000817213,0.000826321,0.000832518
Iran,Honey,Level 3,Animal Produce,Agriculture,58,IranHoney,USD Billion,0.00224755,0.0027968,0.003877543,0.005163291,0.004298027,0.003708289,0.002221909,0.001918795,0.002745404,0.003710064,0.005099757,0.005392919,0.005865524,0.008258232,0.010642048,0.014775481,0.020400422,0.026847024,0.03412642,0.0421598,0.05182482,0.054389474,0.056602482,0.058457301,0.059956274,0.061109105
Ukraine,Honey,Level 3,Animal Produce,Agriculture,58,UkraineHoney,USD Billion,0.034322171,0.032011008,0.024974151,0.023978228,0.021758219,0.033264128,0.02804656,0.017414505,0.02789522,0.015781966,0.014915102,0.037911048,0.033774437,0.039761398,0.042452397,0.045397371,0.048174378,0.049260762,0.049621408,0.049931896,0.050194382,0.052408666,0.054374883,0.056074084,0.057492522,0.058621651
Bangladesh,Honey,Level 3,Animal Produce,Agriculture,58,BangladeshHoney,USD Billion,0.000169119,0.00023916,0.000365274,0.000507078,0.00067754,0.000930863,0.001288433,0.001790049,0.002553123,0.003589981,0.002116398,0.00186914,0.002323377,0.003017059,0.003867352,0.005068035,0.006613776,0.008482683,0.010857107,0.014030757,0.0181334,0.023336591,0.029893839,0.038124491,0.048416426,0.061239574
Argentina,Meat,Level 3,Animal Produce,Agriculture,58,ArgentinaMeat,USD Billion,0.001649524,0.002195404,0.002464966,0.003565251,0.007974047,0.01015666,0.027320927,0.036799033,0.111518063,0.338313961,0.628999171,1.183916953,2.002321761,3.253681518,7.601277803,11.15111671,13.4469359,15.18246888,16.96803365,18.92434731,21.02323511,23.88273673,26.80983218,29.77101947,32.89704265,36.18100204
Australia,Meat,Level 3,Animal Produce,Agriculture,58,AustraliaMeat,USD Billion,5.815116741,6.386970592,6.64476492,8.060419554,9.691402544,11.95399353,9.128773339,9.070867563,9.619872034,10.63585844,10.93341129,11.80915428,14.33229973,15.76248353,17.05761863,18.62320903,20.40980912,22.21349171,24.17958148,26.32057994,28.67335647,31.20841188,33.89867683,36.74973462,39.76733844,42.95743024
Austria,Meat,Level 3,Animal Produce,Agriculture,58,AustriaMeat,USD Billion,2.160632229,2.2980921,2.425221551,2.510192728,2.367728036,2.386085491,2.42020258,2.644157303,2.526160901,2.56554199,2.501214098,2.409883548,3.304542831,3.419117417,3.424646315,3.462444718,3.48902341,3.536536163,3.581802811,3.620358188,3.648091933,3.691134525,3.728488325,3.76027647,3.786643492,3.807752227
Belgium,Meat,Level 3,Animal Produce,Agriculture,58,BelgiumMeat,USD Billion,2.344075166,2.362657336,2.44851651,2.360911015,2.472393622,2.313757073,2.279457983,2.106045005,2.257479684,2.417292288,2.488756043,2.55294125,3.157384468,3.292236629,3.341287318,3.392714434,3.423381277,3.455795412,3.506282383,3.555152198,3.612885914,3.672988539,3.728261882,3.778749044,3.824513353,3.865636075
Brazil,Meat,Level 3,Animal Produce,Agriculture,58,BrazilMeat,USD Billion,3.608442727,4.360962156,4.862269076,5.642263066,6.516350672,9.618532143,10.76195644,11.17985783,16.16610661,18.16766752,22.7789783,27.08096219,30.90614519,36.72793247,43.18890176,50.94095308,59.48327409,68.96686609,80.07882218,93.08546224,108.2584457,126.3377126,147.0299632,170.6621262,197.5973932,228.2390022
Canada,Meat,Level 3,Animal Produce,Agriculture,58,CanadaMeat,USD Billion,5.296744563,4.830788472,4.987887175,5.328804701,6.16326726,6.899159049,6.745034177,7.581755647,7.343431207,8.260526048,8.672298662,9.930961281,10.41247284,10.806647,11.41191501,11.89760288,12.45606703,13.06562667,13.67307054,14.31335578,15.05515441,15.74711668,16.44161405,17.13770933,17.83452779,18.53125811
Chile,Meat,Level 3,Animal Produce,Agriculture,58,ChileMeat,USD Billion,2.097780788,2.408495136,2.388227004,2.452396106,2.881389827,3.071086985,3.0964125,3.121268102,3.141860266,3.459068538,3.844218458,4.834313279,5.622209323,6.041495743,6.698657771,7.184751768,7.643883362,8.090628537,8.528817868,8.990082002,9.468444703,10.07720346,10.6942896,11.31809989,11.94706589,12.57966552
China,Meat,Level 3,Animal Produce,Agriculture,58,ChinaMeat,USD Billion,128.1882108,136.9819692,148.5919599,166.9825705,181.797586,164.250126,184.5890108,201.4519218,213.6303058,224.9326669,216.6565963,233.4919774,235.4787329,240.1368012,243.2313821,244.2982205,247.8490922,254.0422467,261.6231907,268.7786862,275.2955738,280.292515,284.7114937,288.5548958,291.8289238,294.5432092
Colombia,Meat,Level 3,Animal Produce,Agriculture,58,ColombiaMeat,USD Billion,0.889817993,1.255937229,1.860501529,2.493692255,2.13407684,2.987150909,5.095983575,5.592916845,6.192601388,6.682263667,7.085898458,9.012245321,10.93157958,12.80464069,14.9957921,17.52019047,20.18633763,23.19311994,26.71873749,30.8243214,35.52901763,41.06695913,47.34147566,54.43598201,62.44217138,71.46079534
Czech Republic,Meat,Level 3,Animal Produce,Agriculture,58,Czech RepublicMeat,USD Billion,1.861915741,1.864720401,1.888084839,1.893584351,1.857179289,1.994273184,2.081483522,2.00774209,1.933884899,1.86417619,1.799205494,1.880262346,2.116230295,2.389072787,2.437510921,2.611272342,2.78362321,2.936071075,3.100734015,3.268792145,3.446767418,3.657651935,3.872986775,4.092496963,4.31591421,4.542978589
Denmark,Meat,Level 3,Animal Produce,Agriculture,58,DenmarkMeat,USD Billion,1.659194933,1.757412355,2.107818835,2.060901775,1.997883091,1.955098662,1.936785724,1.948839232,1.9250462,2.161695578,2.155060753,2.14128462,2.489113603,2.511957419,2.693809248,2.849704283,3.059751205,3.263145728,3.477304205,3.699455843,3.936101289,4.165352715,4.400740737,4.642191377,4.889637531,5.143019696
Egypt,Meat,Level 3,Animal Produce,Agriculture,58,EgyptMeat,USD Billion,0.735276505,0.704756584,0.542795999,0.799376004,0.680842461,1.067376285,1.124312204,2.569520365,3.398455434,2.216426076,2.118710846,2.401242976,2.77231658,3.403131038,4.429442591,5.229127035,5.83662322,6.330808202,6.659997298,6.936732526,7.219850507,7.719080741,8.147436565,8.499444211,8.772660118,8.967338991
Finland,Meat,Level 3,Animal Produce,Agriculture,58,FinlandMeat,USD Billion,0.85,0.91,1.12,1.09,1.06,1.03,1.04,1.15,1.2,1.18,1.17,1.23,1.47,1.51,1.53,1.54,1.59,1.65,1.71,1.77,1.83,1.88,1.93,1.98,2.03,2.07
France,Meat,Level 3,Animal Produce,Agriculture,58,FranceMeat,USD Billion,20.9312342,21.78869249,23.78597644,23.19059724,22.20934304,22.61732205,22.18138758,22.60684477,22.28220742,22.19651008,21.58702557,22.79624341,23.82170982,25.03792029,25.45894524,25.49528366,25.67868747,26.04181278,26.4846757,26.92821238,27.36413128,27.81701564,28.2328032,28.61183245,28.95459845,29.2617351
Germany,Meat,Level 3,Animal Produce,Agriculture,58,GermanyMeat,USD Billion,17.7502509,19.29402521,20.24764323,20.03333359,19.59285704,19.31224516,19.52109471,20.64483095,19.88875868,20.4608228,20.02316932,18.60103785,22.00350682,23.24779966,23.8268443,24.33279835,24.92801845,25.69036136,26.53041605,27.34226319,28.11050668,28.9691871,29.80802912,30.62615313,31.42282338,32.19744034
Hong Kong,Meat,Level 3,Animal Produce,Agriculture,58,Hong KongMeat,USD Billion,3.641267457,4.541619719,4.090977203,5.210435578,6.423080726,5.04817566,5.686954437,6.095464485,6.107888373,5.246679898,5.095185642,4.785883756,4.97696402,5.3244615,5.70766905,5.989458042,6.26029621,6.550048043,6.900412788,7.295491441,7.709922127,8.140003926,8.574515509,9.012645896,9.453616561,9.896685023
India,Meat,Level 3,Animal Produce,Agriculture,58,IndiaMeat,USD Billion,6.820337482,7.828740466,9.765179934,15.55264249,15.47252226,17.61215092,17.61394466,17.91432634,20.57611562,20.18552724,21.1839426,22.39069901,23.96068481,25.5144591,26.59651674,27.32245894,28.50718007,29.89793303,31.45363801,33.09479106,34.82474908,36.34265873,37.74692475,39.02803621,40.17836352,41.1921653
Indonesia,Meat,Level 3,Animal Produce,Agriculture,58,IndonesiaMeat,USD Billion,5.687270911,6.198081231,7.003521317,8.686195231,10.15047481,12.95526901,13.16798606,16.58581447,19.12918633,17.45712315,21.37874999,21.52554997,34.721916,38.92377143,43.28729128,48.74521975,55.27009641,62.33951332,70.50920688,79.84396842,90.46783751,101.6761363,113.9212377,127.2665617,141.7777903,157.5230083
Ireland,Meat,Level 3,Animal Produce,Agriculture,58,IrelandMeat,USD Billion,1.023425815,0.900809458,0.900774237,1.115612929,0.871564348,0.945389224,0.776913572,0.817699485,1.016626121,1.185492664,1.26525305,1.387261623,1.519604382,1.56562283,1.675407897,1.862251414,1.901066718,1.973060725,2.052504981,2.13582648,2.22336096,2.319991836,2.415496913,2.509666358,2.602308429,2.693249587
